SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHIEND,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA,ABHIJIT,DUR MUHURATHAM,AMRIT KALAM,FESTIVALS,EMPTY,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,,,
"Pausha, Purnima Shukla Paksha, 1940 Vilambi Shaka Samvata",01/21/2019,01/22/2019,7:19 AM,6:21 PM,Moonrise - 06:42 PM,Moonset - No MoonsetShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Pausha,Weekday - Somawara,Paksha - Shukla Paksha,Tithi - Purnima ,10:46 AM,Tithi - Pratipada ,7:05 AM,Nakshatra - Pushya ,2:28 AM,None,None,Yoga - Vishkambha ,10:35 AM,Yoga - Priti ,6:19 AM,Karana - Bava ,10:46 AM,Karana - Balava ,8:56 PM,Karana - Kaulava ,7:05 AM,Sunsign - Makara,"Moonsign - Karka""",Rahu Kalam - 08:41 AM to 10:04 AM,Gulikai Kalam - 02:13 PMto 03:35 PM,Yamaganda - 11:27 AM to 12:50 PM,Abhijit - 12:28 PM to 01:12 PM,Dur Muhurtam - 01:12 PM to 01:56 PM,Dur Muhurtam - 03:24 PM to 04:09 PM,Amrit Kalam - 08:51 PM to 10:15 PMVarjyam - 12:25 PM to 01:49 PM,Day Festivals and Events - Pausha PurnimaPausha Purnima VratShakambhari Purnima goo.gl/42aCZAChandra Grahan *PurnaThai Pusam,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),594ec8d0ff081074e231fa4fc2ddbfe8@ical.drikpanchang.com,,,
"Pausha, Dwitiya Krishna Paksha, 1940 Vilambi Shaka Samvata",01/22/2019,01/23/2019,7:18 AM,6:22 PM,Moonrise - 07:48 PM,Moonset - 08:09 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Dwitiya ,3:26 AM,None,None,Nakshatra - Ashlesha ,11:32 PM,None,None,Yoga - Ayushman ,2:05 AM,None,None,Karana - Taitila ,5:14 PM,Karana - Garaja ,3:26 AM,None,None,Sunsign - Makara,Moonsign - Karka upto 11:32PM,Rahu Kalam - 03:36 PM to 04:59 PM,Gulikai Kalam - 12:50 PM to 02:13 PM,Yamaganda - 10:04 AM to 11:27 AM,Abhijit - 12:28 PM to 01:12 PM,Dur Muhurtam - 09:31 AM to 10:15 AM,"Dur Muhurtam - 11:32 PM to 12:24 AM, Jan23",Amrit Kalam - 10:08 PM to 11:32 PMVarjyam - 01:42 PM to 03:07 PM,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),c69916ac8ddb99fcdc6440b5c18a6fda@ical.drikpanchang.com,,,
"Pausha, Tritiya Krishna Paksha, 1940 Vilambi Shaka Samvata",01/23/2019,01/24/2019,7:18 AM,6:22 PM,Moonrise - 08:53 PM,Moonset - 09:03 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Tritiya ,11:59 PM,None,None,Nakshatra - Magha ,8:47 PM,None,None,Yoga - Saubhagya ,10:00 PM,None,None,Karana - Vanija ,1:40 PM,Karana - Vishti ,11:59 PM,None,None,Sunsign - Makara,Moonsign - Simha,Rahu Kalam - 12:50 PM to 02:13 PM,Gulikai Kalam - 11:27 AM to 12:50 PM,Yamaganda - 08:41 AM to 10:04 AM,Abhijit - None,Dur Muhurtam - 12:28 PM to 01:12 PM,"Amrit Kalam - 06:40 PM to 08:05 PMVarjyam - 10:10 AM to 11:35 AMVarjyam - 03:59 AM, Jan 24 to 05:25 AM, Jan 24",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),1462be3e24cd399ab8b1db499fc35856@ical.drikpanchang.com,,,,
"Pausha, Chaturthi Krishna Paksha, 1940 Vilambi Shaka Samvata",01/24/2019,01/25/2019,7:18 AM,6:23 PM,Moonrise - 09:55 PM,Moonset - 09:52 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Chaturthi ,8:54 PM,None,None,Nakshatra - Purva Phalguni ,6:22 PM,None,None,Yoga - Shobhana ,6:13 PM,None,None,Karana - Bava ,10:23 AM,Karana - Balava ,8:54 PM,None,None,Sunsign - Makara,Moonsign - Simha upto 11:50 PM,Rahu Kalam - 02:14 PM to 03:37 PM,Gulikai Kalam - 10:04 AM to 11:28 AM,Yamaganda - 07:18 AM to 08:41 AM,Abhijit - 12:28 PM to 01:13 PM,Dur Muhurtam - 11:00 AM to 11:44 AM,Dur Muhurtam - 03:26 PM to 04:10 PM,"Amrit Kalam - 12:37 PM to 02:03 PMVarjyam - 12:59 AM, Jan 25 to 02:27 AM, Jan 25",Day Festivals andEvents - Lambodara Sankashti Chaturthi goo.gl/BfyFLXSakat Chauth,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),2257feced1455e2da4e76cbc9f7bcc34@ical.drikpanchang.com,,
"Pausha, Panchami Krishna Paksha, 1940 Vilambi Shaka Samvata",01/25/2019,01/26/2019,7:18 AM,6:24 PM,Moonrise - 10:55 PM,Moonset - 10:37 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Panchami ,6:18 PM,None,None,Nakshatra - Uttara Phalguni ,4:26 PM,None,None,Yoga - Atiganda ,2:48 PM,None,None,Karana - Kaulava ,7:32 AM,Karana - Taitila ,6:18 PM,Karana - Garaja ,5:14 AM,Sunsign - Makara,Moonsign - Kanya,Rahu Kalam - 11:28 AM to 12:51 PM,Gulikai Kalam - 08:41 AM to10:04 AM,Yamaganda - 03:37 PM to 05:00 PM,Abhijit - 12:29 PM to 01:13 PM,Dur Muhurtam - 09:31 AM to 10:16 AM,Dur Muhurtam - 01:13 PM to 01:57 PM,"Amrit Kalam - 09:49 AM to 11:17 AMVarjyam - 12:21 AM, Jan 26 to 01:52 AM, Jan 26",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d26f368865459ff205434aa53a5224ca@ical.drikpanchang.com,,,
"Pausha, Shashthi Krishna Paksha, 1940 Vilambi Shaka Samvata",01/26/2019,01/27/2019,7:18 AM,6:24 PM,Moonrise - 11:52 PM,Moonset - 11:20 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Shashthi ,4:19 PM,None,None,Nakshatra - Hasta ,3:05 PM,None,None,Yoga - Sukarman ,11:53 AM,None,None,Karana - Vanija ,4:19 PM,Karana - Vishti ,3:35 AM,None,None,Sunsign - Makara,"Moonsign - Kanya upto 02:40 AM, Jan 27",Rahu Kalam - 10:05 AM to 11:28 AM,Gulikai Kalam - 07:18 AM to 08:41 AM,Yamaganda - 02:14 PM to 03:38 PM,Abhijit - 12:29 PM to 01:13 PM,Dur Muhurtam - 07:18 AM to 08:02 AM,Dur Muhurtam - 08:02 AM to 08:47 AM,"Amrit Kalam - 09:25 AM to 10:56 AMVarjyam - 10:52 PM to 12:25 AM, Jan 27",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),5f798cce0ff308713c93e0c649444249@ical.drikpanchang.com,,,
"Pausha, Saptami Krishna Paksha, 1940 Vilambi Shaka Samvata",01/27/2019,01/28/2019,7:18 AM,6:25 PM,"Moonrise - 12:48 AM, Jan 28",Moonset - 12:02 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Saptami ,3:02 PM,None,None,Nakshatra - Chitra ,2:25 PM,None,None,Yoga - Dhriti ,9:30 AM,None,None,Karana - Bava ,3:02 PM,Karana - Balava ,2:40 AM,None,None,Sunsign - Makara,Moonsign - Tula,Rahu Kalam - 05:01 PM to 06:25 PM,Gulikai Kalam - 03:38 PM to 05:01 PM,Yamaganda - 12:51 PM to 02:15 PM,Abhijit - 12:29 PM to 01:13 PM,Dur Muhurtam - 04:56 PM to 05:40 PM,Amrit Kalam - 08:12 AM to 09:45 AM,"Amrit Kalam - 05:39 AM, Jan 28 to 07:16 AM, Jan 28Varjyam - 08:02 PM to 09:38 PM",Day Festivals and Events - Vivekananda Jayanti *SamvatBhanu SaptamiKalashtami,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),9be84f1ca7f059cc836c6debae436663@ical.drikpanchang.com,,
"Pausha, Ashtami Krishna Paksha, 1940 Vilambi Shaka Samvata",01/28/2019,01/29/2019,7:18 AM,6:25 PM,"Moonrise - 01:42 AM, Jan 29",Moonset - 12:43 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Ashtami ,2:29 PM,None,None,Nakshatra - Swati ,2:29 PM,None,None,Yoga - Shula ,7:42 AM,Yoga - Ganda ,6:28 AM,Karana - Kaulava ,2:29 PM,Karana - Taitila ,2:30 AM,None,None,Sunsign - Makara,Moonsign - Tula,Rahu Kalam - 08:41 AM to 10:05 AM,Gulikai Kalam - 02:15 PM to 03:38 PM,Yamaganda - 11:28 AM to 12:51 PM,Abhijit - 12:29 PM to 01:14 PM,Dur Muhurtam - 01:14 PM to 01:58 PM,Dur Muhurtam - 03:27 PM to 04:12 PM,"Amrit Kalam - 06:10 AM, Jan 29 to 07:49 AM, Jan 29Varjyam - 08:16 PM to 09:55 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),3d1746e0fa620b337da9a51bdbfea688@ical.drikpanchang.com,,,
"Pausha, Navami Krishna Paksha, 1940 Vilambi Shaka Samvata",01/29/2019,01/30/2019,7:17 AM,6:26 PM,"Moonrise - 02:36 AM, Jan 30",Moonset - 01:25 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Navami ,2:41 PM,None,None,Nakshatra - Vishakha ,3:15 PM,None,None,Yoga - Vriddhi ,5:48 AM,None,None,Karana - Garaja ,2:41 PM,Karana - Vanija ,3:02 AM,None,None,Sunsign - Makara,Moonsign - Tula upto 09:00 AM,Rahu Kalam - 03:39 PM to 05:02 PM,Gulikai Kalam - 12:52 PM to 02:15 PM,Yamaganda - 10:05 AM to 11:28 AM,Abhijit - 12:29 PM to 01:14 PM,Dur Muhurtam - 09:31 AM to 10:16 AM,"Dur Muhurtam - 11:34 PM to 12:26 AM, Jan 30","Amrit Kalam - 05:40 AM, Jan 30 to 07:21 AM, Jan 30Varjyam - 07:29 PM to 09:11 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),df4e47f9447ca5d572d73e990f25c290@ical.drikpanchang.com,,,
"Pausha, Dashami Krishna Paksha, 1940 Vilambi Shaka Samvata",01/30/2019,01/31/2019,7:17 AM,6:26 PM,"Moonrise - 03:29 AM, Jan 31",Moonset - 02:09 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Dashami ,3:33 PM,None,None,Nakshatra - Anuradha ,4:41 PM,None,None,Yoga - Dhruva ,5:36 AM,None,None,Karana - Vishti ,3:33 PM,Karana - Bava ,4:13 AM,None,None,Sunsign - Makara,Moonsign - Vrishchika,Rahu Kalam - 12:52 PM to 02:15 PM,Gulikai Kalam - 11:28 AM to 12:52 PM,Yamaganda - 08:41 AM to 10:04 AM,Abhijit - None,"Dur Muhurtam - 12:30 PM to 01:14 PMVarjyam - 10:45 PM to 12:29 AM, Jan 31",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),b268208ea3c704928ed7282f9a1b3f4d@ical.drikpanchang.com,,,,,
"Pausha, Ekadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",01/31/2019,02/01/19,7:17 AM,6:27 PM,"Moonrise - 04:21 AM, Feb 01",Moonset - 02:55 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Ekadashi ,5:02 PM,None,None,Nakshatra - Jyeshtha ,6:41 PM,None,None,Yoga - Vyaghata ,5:49 AM,None,None,Karana - Balava ,5:02 PM,Karana - Kaulava ,5:57 AM,None,None,Sunsign - Makara,Moonsign - Vrishchika upto 06:41 PM,Rahu Kalam - 02:16 PM to 03:40 PM,Gulikai Kalam - 10:04 AM to 11:28 AM,Yamaganda - 07:17 AM to 08:41 AM,Abhijit - 12:30 PM to 01:14 PM,Dur Muhurtam - 11:00 AM to 11:45 AM,Dur Muhurtam - 03:28 PM to 04:13 PM,"Amrit Kalam - 09:09 AM to 10:53 AMVarjyam - 03:30 AM, Feb 01 to 05:16 AM, Feb 01",Day Festivals and Events - Shattila Ekadashi goo.gl/QisYe5,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),dd7bb099a9a5988ee9f7047a52dfde85@ical.drikpanchang.com,,
"Pausha, Dwadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/01/19,02/02/19,7:17 AM,6:28 PM,"Moonrise - 05:12 AM, Feb 02",Moonset - 03:42 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Dwadashi ,6:59 PM,None,None,Nakshatra - Mula ,9:08 PM,None,None,Yoga - Harshana ,6:20 AM,None,None,Karana - Taitila ,6:59 PM,Karana - Garaja,Full Night,None,None,Sunsign - Makara,"Moonsign - Dhanu""",Rahu Kalam - 11:28 AM to 12:52 PM,Gulikai Kalam - 08:40 AM to 10:04 AM,Yamaganda - 03:40 PM to 05:04 PM,Abhijit - 12:30 PM to 01:14 PM,Dur Muhurtam - 09:31 AM to 10:16 AM,Dur Muhurtam - 01:14 PM to 01:59 PM,Amrit Kalam - 02:05 PM to 03:51 PMVarjyam - 07:22 PM to 09:08 PM,Day Festivals and Events - Shattila Ekadashi Parana goo.gl/QisYe5,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),09f3b8eea11bdd0d41dd812b85c09bc8@ical.drikpanchang.com,,,
"Pausha, Trayodashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/02/19,02/03/19,7:16 AM,6:28 PM,"Moonrise - 06:00 AM, Feb 03",Moonset - 04:32 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Trayodashi ,9:19 PM,None,None,Nakshatra - Purva Ashadha ,11:55 PM,None,None,Yoga - Vajra ,7:06 AM,None,None,Karana - Garaja ,8:07 AM,Karana - Vanija ,9:19 PM,None,None,Sunsign - Makara,"Moonsign - Dhanu upto 06:40 AM, Feb 03",Rahu Kalam - 10:04 AM to 11:28 AM,Gulikai Kalam - 07:16 AM to 08:40 AM,Yamaganda - 02:16 PM to 03:40 PM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 07:16 AM to 08:01 AM,Dur Muhurtam - 08:01 AM to 08:46 AM,Amrit Kalam - 06:34 PM to 08:21 PMVarjyam - 07:51 AM to 09:38 AM,Day Festivals and Events - Pradosh VratShani TrayodashiMeru TrayodashiMasik Shivaratri,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),78595d4a219ac7a7adf97f9f75645b07@ical.drikpanchang.com,,
"Pausha, Chaturdashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/03/19,02/04/19,7:16 AM,6:29 PM,"Moonrise - 06:45 AM, Feb 04",Moonset - 05:22 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Chaturdashi ,11:52 PM,None,None,Nakshatra - Uttara Ashadha ,2:56 AM,None,None,Yoga - Siddhi ,Full Night,None,None,Karana - Vishti ,10:34 AM,Karana - Shakuni ,11:52 PM,None,None,Sunsign - Makara,"Moonsign - Makara""",Rahu Kalam - 05:05 PM to 06:29 PM,Gulikai Kalam - 03:41 PM to 05:05 PM,Yamaganda -12:52 PM to 02:16 PM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 04:59 PM to 05:44 PM,Amrit Kalam - 07:44 PM to 09:32 PMVarjyam - 08:56 AM to 10:44 AM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),c094c803ee9560d3d8f445b9f4d64d07@ical.drikpanchang.com,,,,,
"Pausha, Amavasya Krishna Paksha, 1940 Vilambi Shaka Samvata",02/04/19,02/05/19,7:16 AM,6:29 PM,Moonrise - No Moonrise,Moonset - 06:12 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Amavasya ,2:33 AM,None,None,Nakshatra - Shravana ,6:02 AM,None,None,Yoga - Siddhi ,8:00 AM,None,None,Karana - Chatushpada ,1:12 PM,Karana - Nagava ,2:33 AM,None,None,Sunsign - Makara,"Moonsign - Makara""",Rahu Kalam - 08:40 AM to 10:04 AM,Gulikai Kalam - 02:17 PM to 03:41 PM,Yamaganda - 11:28 AM to 12:52 PM,Abhijit - 12:30 PM to 01:15 PMDur Muhurtam -01:15 PM to 02:00 PM,Dur Muhurtam - 03:30 PM to 04:15 PM,Amrit Kalam - 06:17 PM to 08:06 PMVarjyam - 07:27 AM to 09:15 AM,Day Festivals and Events - Pausha AmavasyaDarsha AmavasyaMauni AmavasThai Amavasai,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),1044752b420685171ee016fd59f6e1d6@ical.drikpanchang.com,,,,
"Magha, Pratipada Shukla Paksha, 1940 Vilambi Shaka Samvata",02/05/19,02/06/19,7:15 AM,6:30 PM,Moonrise - 07:28 AM,Moonset - 07:02 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Pratipada ,5:15 AM,None,None,Nakshatra - Dhanishtha ,Full Night,None,None,Yoga - Vyatipata ,8:58 AM,None,None,Karana - Kinstughna ,3:55 PM,Karana - Bava ,5:15 AM,None,None,Sunsign - Makara,Moonsign - Makara upto 07:36 PM,Rahu Kalam - 03:41 PM to 05:06 PM,Gulikai Kalam - 12:53 PM to 02:17 PM,Yamaganda - 10:04 AM to 11:28 AM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 09:30 AM to 10:15 AM,"Dur Muhurtam - 11:36 PM to 12:27 AM, Feb 06",Amrit Kalam - 09:24 PM to 11:12 PMVarjyam - 10:33 AM to 12:22 PMDayFestivals and Events - Magha Begins *SouthMagha Navratri goo.gl/qkZwSC,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),29296c9c57bfc8bb929ac6e17e505a92@ical.drikpanchang.com,,,
"Magha, Dwitiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/06/19,02/07/19,7:15 AM,6:30 PM,Moonrise - 08:08 AM,Moonset - 07:52 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Dwitiya,Full Night,None,None,Nakshatra - Dhanishtha ,9:09 AM,None,None,Yoga - Varigha ,9:56 AM,None,None,Karana - Balava ,6:35 PM,Karana - Kaulava ,Full Night,None,None,Sunsign - Makara,Moonsign - Kumbha,Rahu Kalam - 12:53 PM to 02:17 PM,Gulikai Kalam - 11:28 AM to 12:53 PM,Yamaganda - 08:39 AM to 10:04 AM,Abhijit - None,Dur Muhurtam - 12:30 PM to 01:15 PM,"Amrit Kalam - 04:03 AM, Feb 07 to 05:52 AM, Feb 07Varjyam - 05:15 PM to 07:03 PM",Day Festivals and Events - Chandra Darshana,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),dd9f54b230167b962abe111db49e6a5a@ical.drikpanchang.com,,,
"Magha, Dwitiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/07/19,02/08/19,7:15 AM,6:31 PM,Moonrise - 08:46 AM,Moonset - 08:41 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Guruwara,Paksha - Shukla Paksha,Tithi - Dwitiya ,7:52 AM,None,None,Nakshatra - Shatabhisha ,12:10 PM,None,None,Yoga - Parigha ,10:49 AM,None,None,Karana - Kaulava ,7:52 AM,Karana - Taitila ,9:07 PM,None,None,Sunsign - Makara,Moonsign - Kumbha,Rahu Kalam - 02:17 PM to 03:42 PM,Gulikai Kalam - 10:04 AM to 11:28 AM,Yamaganda - 07:15 AM to 08:39 AM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 11:00 AM to 11:45 AM,Dur Muhurtam - 03:31 PM to 04:16 PM,"Amrit Kalam - 06:03 AM, Feb 08 to 07:50 AM, Feb 08Varjyam - 07:19 PM to 09:06 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),59a66a5d940fe8cc976fca2a6b7ccdf9@ical.drikpanchang.com,,,
"Magha, Tritiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/08/19,02/09/19,7:14 AM,6:31 PM,Moonrise - 09:23 AM,Moonset - 09:29 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Tritiya ,10:18 AM,None,None,Nakshatra - Purva Bhadrapada ,2:59 PM,None,None,Yoga - Shiva ,11:34 AM,None,None,Karana - Garaja ,10:18 AM,Karana - Vanija ,11:24 PM,None,None,Sunsign - Makara,Moonsign - Kumbha upto 08:18 AM,Rahu Kalam - 11:28 AM to 12:53 PM,Gulikai Kalam - 08:39 AM to 10:03 AM,Yamaganda - 03:42 PM to 05:07 PM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 09:30 AM to 10:15 AM,"Dur Muhurtam - 01:15 PM to 02:00 PMVarjyam - 01:36 AM, Feb 09 to 03:22 AM, Feb 09",Day Festivals and Events - Vinayaka ChaturthiGanesha Jayanti goo.gl/XTCL4V,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),e513fb32d5077b8c85258428e17fb9f5@ical.drikpanchang.com,,,
"Magha, Chaturthi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/09/19,02/10/19,7:14 AM,6:32 PM,Moonrise - 09:58 AM,Moonset - 10:18 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Chaturthi ,12:26 PM,None,None,Nakshatra - Uttara Bhadrapada ,5:31 PM,None,None,Yoga - Siddha ,12:05 PM,None,None,Karana - Vishti ,12:26 PM,Karana - Bava ,1:21 AM,None,None,Sunsign - Makara,Moonsign - Meena,Rahu Kalam - 10:03 AM to 11:28 AM,Gulikai Kalam - 07:14 AM to 08:38 AM,Yamaganda - 02:18 PM to 03:42 PM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 07:14 AM to 07:59 AM,Dur Muhurtam - 07:59 AM to 08:44 AM,"Amrit Kalam - 12:13 PM to 01:59 PMVarjyam - 06:34 AM, Feb 10 to 08:19 AM, Feb 10",Day Festivals and Events - Vasant Panchami goo.gl/bkVEk8,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),1f9052282f79e80fb9f7ad0a8799bc77@ical.drikpanchang.com,,
"Magha, Panchami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/10/19,02/11/19,7:13 AM,6:32 PM,Moonrise - 10:34 AM,Moonset - 11:07 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Panchami ,2:09 PM,None,None,Nakshatra - Revati ,7:38 PM,None,None,Yoga - Sadhya ,12:18PM,None,None,Karana - Balava ,2:09 PM,Karana - Kaulava ,2:49 AM,None,None,Sunsign - Makara,"Moonsign - Meena upto 07:38 PM""",Rahu Kalam - 05:08 PMto 06:32 PM,Gulikai Kalam - 03:43 PM to 05:08 PM,Yamaganda - 12:53 PM to 02:18 PM,Abhijit - 12:30 PM to 01:15 PM,Dur Muhurtam - 05:02 PM to 05:47 PM,Amrit Kalam - 05:01 PM to 06:46 PM,Day Festivals and Events - Skanda Sashti,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),606304dec8950219f52d798713a62f25@ical.drikpanchang.com,,,,
